"ContributorID","GivenName","LastName","orcid","Frequency"
"http://data.globalchange.gov/person/7236","Ankur","Desai","0000-0002-5226-6041",1
"http://data.globalchange.gov/person/7248","Robert","Cook","0000-0001-7393-7302",1
"http://data.globalchange.gov/person/7250","Will","Cresswell","0000-0002-4684-7624",1
"http://data.globalchange.gov/person/7547","John","Freney","0000-0001-7545-6529",1
"http://data.globalchange.gov/person/7785","David","Roy","0000-0002-5147-0331",1
"http://data.globalchange.gov/person/7829","Luca","Pozzoli","0000-0003-0485-9624",1
"http://data.globalchange.gov/person/7828","David","Fowler","0000-0002-2999-2627",1
"http://data.globalchange.gov/person/8045","Scott","Ollinger","0000-0001-6226-1431",1
"http://data.globalchange.gov/person/8065","Jeff","Garnas","0000-0002-9956-9875",1
"http://data.globalchange.gov/person/8133","Keryn","Gedan","0000-0003-4020-5441",1
"http://data.globalchange.gov/person/8192","Bomin","Sun","0000-0002-4872-9349",1
"http://data.globalchange.gov/person/8287","Axel","Timmermann","0000-0003-0657-2969",1
"http://data.globalchange.gov/person/8524","Micaela","Parker","0000-0003-1007-4612",1
"http://data.globalchange.gov/person/8623","Ali ","Khan","0000-0001-8161-2823",1
"http://data.globalchange.gov/person/8635","Philip J.","Landrigan","0000-0002-0150-6914",1
"http://data.globalchange.gov/person/8665","Jonathan E.","Suk","0000-0003-4689-4583",1
"http://data.globalchange.gov/person/953","Andrew A.","Rosenberg","0000-0002-6874-110X",1
"http://data.globalchange.gov/person/8889","Dustin","Rubenstein","0000-0002-4999-3723",1
"http://data.globalchange.gov/person/9021","Myron P.","Gutmann","0000-0002-6808-3573",1
"http://data.globalchange.gov/person/9111","Carrie","Kappel","0000-0003-2507-8042",1
"http://data.globalchange.gov/person/9604","Burrell","Montz","0000-0002-4251-294X",1
"http://data.globalchange.gov/person/9801","Patricia","Glibert","0000-0001-5690-1674",1
"http://data.globalchange.gov/person/2722","James","Kirchner","0000-0001-6577-3619",1
"http://data.globalchange.gov/person/2851","David","Karoly","0000-0002-8671-2994",1
"http://data.globalchange.gov/person/2881","Maureen","Cropper","0000-0002-4539-3798",1
"http://data.globalchange.gov/person/2940","Jeffrey","Bielicki","0000-0001-8449-9328",1
"http://data.globalchange.gov/person/3004","Mahé","Perrette","0000-0002-6309-4863",1
"http://data.globalchange.gov/person/3307","Anthony G.","Patt","0000-0001-8428-8707",1
"http://data.globalchange.gov/person/3442","Boris","Orlowsky","0000-0002-2445-1012",1
"http://data.globalchange.gov/person/3477","Guus J. M.","Velders","0000-0002-6597-7088",1
"http://data.globalchange.gov/person/3506","Peter ","Adams","0000-0002-3158-3259",1
"http://data.globalchange.gov/person/3523","Sudhir","Shrestha","0000-0001-6820-5879",1
"http://data.globalchange.gov/person/3645","Jill","Johnstone","0000-0001-6131-9339",1
"http://data.globalchange.gov/person/3692","Thomas","Measham","0000-0003-4549-5361",1
"http://data.globalchange.gov/person/3863","Norman","Duke","0000-0003-2081-9120",1
"http://data.globalchange.gov/person/3905","Wouter","Peters","0000-0001-8166-2070",1
"http://data.globalchange.gov/person/3950","Alexei I.","Pinchuk","0000-0002-2365-4862",1
"http://data.globalchange.gov/person/4081","Rupert","Gladstone","0000-0002-1582-3857",1
"http://data.globalchange.gov/person/4082","Hartmut","Hellmer","0000-0002-9357-9853",1
"http://data.globalchange.gov/person/4078","Tamsin L.","Edwards","0000-0002-4760-4704",1
"http://data.globalchange.gov/person/4080","Stephen","Cornford","0000-0003-1844-274X",1
"http://data.globalchange.gov/person/4186","Arnim","Wiek","0000-0001-8058-6440",1
"http://data.globalchange.gov/person/4250","Alemu","Gonsamo","0000-0002-2461-618X",1
"http://data.globalchange.gov/person/4251","Chaoyang","Wu","0000-0001-6163-8209",1
"http://data.globalchange.gov/person/4306","Nicole","Schlegal","0000-0001-8035-448X",1
"http://data.globalchange.gov/person/4308","Timothy S.","Hunter","0000-0003-1423-6770",1
"http://data.globalchange.gov/person/1001","Michael","Orbach","0000-0002-0766-5369",1
"http://data.globalchange.gov/person/4431","Benjamin","Poulter","0000-0002-9493-8600",1
"http://data.globalchange.gov/person/4524","Vincent","Hill","0000-0001-7069-7737",1
"http://data.globalchange.gov/person/4549","Alistair","Jump","0000-0002-2167-6451",1
"http://data.globalchange.gov/person/4588","John","Powles","0000-0002-0766-7989",1
"http://data.globalchange.gov/person/4587","Ricardo","Uauy","0000-0002-3058-4268",1
"http://data.globalchange.gov/person/5502","James W.","Elkins","0000-0003-4701-3100",1
"http://data.globalchange.gov/person/5057","William","Gustafson","0000-0001-9927-1393",1
"http://data.globalchange.gov/person/5058","Steven","Ghan","0000-0001-8355-8699",1
"http://data.globalchange.gov/person/5112","Logan","Berner","0000-0001-8947-0479",1
"http://data.globalchange.gov/person/5166","Andrea","D'Alpaos","0000-0003-1172-8278",1
"http://data.globalchange.gov/person/5210","Taiyi","Xu","0000-0001-7923-662X",1
"http://data.globalchange.gov/person/5211","Donald","Murray","0000-0002-1334-1926",1
"http://data.globalchange.gov/person/5229","Soroosh","Sorooshian","0000-0001-7774-5113",1
"http://data.globalchange.gov/person/5279","Alexandra","Jahn","0000-0002-6580-2579",1
"http://data.globalchange.gov/person/5304","Richard","Bouchard","0000-0002-4414-7499",1
"http://data.globalchange.gov/person/5373","Wolfgang","Schmid","0000-0001-6191-2781",1
"http://data.globalchange.gov/person/5381","John J.","Bates","0000-0002-8124-0406",1
"http://data.globalchange.gov/person/5390","Melissa M.","Zweng","0000-0002-1237-4750",1
"http://data.globalchange.gov/person/5463","Joseph ","Reser","0000-0002-1139-6587",1
"http://data.globalchange.gov/person/5622","Claire","Carouge","0000-0002-0313-8385",1
"http://data.globalchange.gov/person/5623","Fabrice","Papa","0000-0001-6305-6253",1
"http://data.globalchange.gov/person/5738","Nick","Dunstone","0000-0001-6859-6814",1
"http://data.globalchange.gov/person/5979","Ilsa","Kuffner","0000-0001-8804-7847",1
"http://data.globalchange.gov/person/5986","Katrin J.","Meissner","0000-0002-0716-7415",1
"http://data.globalchange.gov/person/6099","Andrew","Grieshop","0000-0002-6470-9946",1
"http://data.globalchange.gov/person/6127","Etienne","Berthier","0000-0001-5978-9155",1
"http://data.globalchange.gov/person/6185","Jeremy","Caves","0000-0003-4123-3305",1
"http://data.globalchange.gov/person/6186","Bayden","Russell","0000-0003-1282-9978",1
"http://data.globalchange.gov/person/6188","Sean","Connell","0000-0002-5350-6852",1
"http://data.globalchange.gov/person/6531","Jay","Portnoy","0000-0002-2465-3861",1
"http://data.globalchange.gov/person/6550","Troy","Hill","0000-0003-2980-4099",1
"http://data.globalchange.gov/person/6575","Daniele","Colombaroli","0000-0002-9632-2009",1
"http://data.globalchange.gov/person/930","Michail","Fragkias","0000-0001-5185-3159",1
"http://data.globalchange.gov/person/6613","David","Simon","0000-0002-3164-4138",1
"http://data.globalchange.gov/person/6628","Laura","Wilcox","0000-0001-5691-1493",1
"http://data.globalchange.gov/person/6672","Bruce","Wylie","0000-0002-7374-1083",1
"http://data.globalchange.gov/person/6750","Ashok K.","Alva","0000-0002-3112-7392",1
"http://data.globalchange.gov/person/6771","Mark","Scheuerell","0000-0002-8284-1254",1
"http://data.globalchange.gov/person/6770","Richard W.","Zabel","0000-0003-2315-0629",1
"http://data.globalchange.gov/person/6799","Gregory","Nemet","0000-0001-7859-4580",1
"http://data.globalchange.gov/person/6807","Neil","Pederson","0000-0003-3830-263X",1
"http://data.globalchange.gov/person/6978","Jennifer A.","Gill","0000-0003-0167-6857",1
"http://data.globalchange.gov/person/7113","Rein","Ahas","0000-0003-4703-1587",1
"http://data.globalchange.gov/person/7114","Anto","Aasa","0000-0002-7786-3977",1
"http://data.globalchange.gov/person/7255","Stephen ","Dye","0000-0002-4182-8475",1
"http://data.globalchange.gov/person/7284","Matthew","Bracken","0000-0002-0068-7485",1
"http://data.globalchange.gov/person/7285","W Stanley","Harpole","0000-0002-3404-9174",1
"http://data.globalchange.gov/person/7286","Daniel","Gruner","0000-0002-3153-4297",1
"http://data.globalchange.gov/person/7287","Eric","Seabloom","0000-0001-6780-9259",1
"http://data.globalchange.gov/person/7338","Ian","Donohue","0000-0002-4698-6448",1
"http://data.globalchange.gov/person/7427","David ","Mudarri","0000-0001-7590-837X",1
"http://data.globalchange.gov/person/2381","Christian","Körner","0000-0002-8979-0613",1
"http://data.globalchange.gov/person/7520","Christian","Chan","0000-0003-2616-5199",1
"http://data.globalchange.gov/person/10765","Jeffrey R.","Key","0000-0001-6109-3050",1
"http://data.globalchange.gov/person/10768","Jason","Beringer","0000-0002-4619-8361",1
"http://data.globalchange.gov/person/7671","Christian A.","Kull","0000-0002-7516-7898",1
"http://data.globalchange.gov/person/7672","J. Brad","Marston","0000-0002-9751-829X",1
"http://data.globalchange.gov/person/7676","Andrew","Scott","0000-0002-1998-3508",1
"http://data.globalchange.gov/person/7726","Denis","Kosmach","0000-0002-2276-324X",1
"http://data.globalchange.gov/person/7756","Pekka E.","Kauppi","0000-0003-1735-756X",1
"http://data.globalchange.gov/person/7763","Oliver","Phillips","0000-0002-8993-6168",1
"http://data.globalchange.gov/person/7798","Branwen","Williams","0000-0001-6378-9828",1
"http://data.globalchange.gov/person/7799","Ellen","Thomas","0000-0002-7141-9904",1
"http://data.globalchange.gov/person/7800","Daniela","Schmidt","0000-0001-8419-2721",1
"http://data.globalchange.gov/person/7801","Carles","Pelejero","0000-0002-7763-7769",1
"http://data.globalchange.gov/person/7802","Patrizia","Ziveri","0000-0002-5576-0301",1
"http://data.globalchange.gov/person/7810","William","Morrow","0000-0001-6640-5711",1
"http://data.globalchange.gov/person/1023","Josh","Willis","0000-0002-4515-8771",1
"http://data.globalchange.gov/person/8125","Louie","Yang","0000-0002-9237-5357",1
"http://data.globalchange.gov/person/8144","Rui","Ponte","0000-0001-7206-6461",1
"http://data.globalchange.gov/person/8238","Noel","Keenlyside","0000-0002-8708-6868",1
"http://data.globalchange.gov/person/8312","Seth","McGinnis","0000-0001-8082-834X",1
"http://data.globalchange.gov/person/8592","John","Wiseman","0000-0003-2276-5517",1
"http://data.globalchange.gov/person/8721","Harold A.","Mooney","0000-0001-5864-1538",1
"http://data.globalchange.gov/person/9146","Laodong","Guo","0000-0002-5010-1630",1
"http://data.globalchange.gov/person/9148","Nigel","Roulet","0000-0001-9571-1929",1
"http://data.globalchange.gov/person/9348","Roni","Neff","0000-0002-0010-2635",1
"http://data.globalchange.gov/person/9706","Feng","Deng","0000-0002-1381-0243",1
"http://data.globalchange.gov/person/2730","John","Pomeroy","0000-0002-4782-7457",1
"http://data.globalchange.gov/person/2745","Thomas S.","James","0000-0001-7321-047X",1
"http://data.globalchange.gov/person/2769","Roger","Barry","0000-0001-9239-0859",1
"http://data.globalchange.gov/person/2866","Russell S.","Crosbie","0000-0002-9106-0521",1
"http://data.globalchange.gov/person/2868","Freddie S.","Mpelasoka","0000-0003-0281-2224",1
"http://data.globalchange.gov/person/2449","Robert W.","Pinder","0000-0001-6390-7126",1
"http://data.globalchange.gov/person/1044","Julie","Maldonado","0000-0001-8165-4396",1
"http://data.globalchange.gov/person/3662","Yong","Tian","0000-0001-9268-3547",1
"http://data.globalchange.gov/person/3995","Margaret R.","Mulholland","0000-0001-8819-189X",1
"http://data.globalchange.gov/person/4314","Alex","Cannon","0000-0002-8025-3790",1
"http://data.globalchange.gov/person/4398","Ricky","Lawton","0000-0002-4983-1927",1
"http://data.globalchange.gov/person/4399","Murray","Rudd","0000-0001-9533-5070",1
"http://data.globalchange.gov/person/10844","Gregory L.","Bruland","0000-0002-3016-8088",1
"http://data.globalchange.gov/person/4445","Rui","Taborda","0000-0001-9620-1998",1
"http://data.globalchange.gov/person/4758","Haibo","Zhai","0000-0001-8585-9559",1
"http://data.globalchange.gov/person/4789","Pedro J.","Alvarez","0000-0002-6725-7199",1
"http://data.globalchange.gov/person/5042","Inigo","Losada","0000-0002-9651-9709",1
"http://data.globalchange.gov/person/5337","David","Porter","0000-0002-9724-7303",1
"http://data.globalchange.gov/person/5336","John J.","Cassano","0000-0003-3176-3978",1
"http://data.globalchange.gov/person/5802","Peter","Huybers","0000-0002-3734-8145",1
"http://data.globalchange.gov/person/5810","Heiko","Pälike","0000-0003-3386-0923",1
"http://data.globalchange.gov/person/5817","Anna S","von der Heydt","0000-0002-5557-3282",1
"http://data.globalchange.gov/person/10077","Peter","Köhler","0000-0003-0904-8484",1
"http://data.globalchange.gov/person/5916","Antonius","Golly","0000-0001-6213-0183",1
"http://data.globalchange.gov/person/5968","Richard J.T.","Klein","0000-0002-9458-0944",1
"http://data.globalchange.gov/person/6083","Jonathan L.","Bamber","0000-0002-2280-2819",1
"http://data.globalchange.gov/person/6192","Allison","Steiner","0000-0002-3823-1512",1
"http://data.globalchange.gov/person/6208","Ragnhild B.","Skeie","0000-0003-1246-4446",1
"http://data.globalchange.gov/person/6212","Gerd","Folberth","0000-0002-1075-440X",1
"http://data.globalchange.gov/person/6213","Toshihiko","Takemura","0000-0002-2859-6067",1
"http://data.globalchange.gov/person/6955","Göran","Pershagen","0000-0002-9701-1130",1
"http://data.globalchange.gov/person/7352","Scott","Nielsen","0000-0002-9754-0630",1
"http://data.globalchange.gov/person/7353","Hawthorne","Beyer","0000-0002-5430-0784",1
"http://data.globalchange.gov/person/10744","Bronte","Tilbrook","0000-0001-9385-3827",1
"http://data.globalchange.gov/person/7846","Twila","Moon","0000-0003-0968-7008",1
"http://data.globalchange.gov/person/7848","Ian","Howat","0000-0002-8072-6260",1
"http://data.globalchange.gov/person/7866","Hendrik","Vogel","0000-0002-9902-8120",1
"http://data.globalchange.gov/person/10752","Hilmar A.","Maier","0000-0002-8442-0701",1
"http://data.globalchange.gov/person/8333","Stephanie C.","Herring","0000-0001-6457-5442",1
"http://data.globalchange.gov/person/8348","Brian","Blanton","0000-0002-3162-2799",1
"http://data.globalchange.gov/person/8588","José María","Huerta","0000-0002-9637-3869",1
"http://data.globalchange.gov/person/10814","Daniel C.","Dunn","0000-0001-8932-0681",1
"http://data.globalchange.gov/person/9096","Kai","Chan","0000-0002-7804-3276",1
"http://data.globalchange.gov/person/2589","Christopher A.","Barnes","0000-0002-4608-4364",1
"http://data.globalchange.gov/person/10177","Jari","Lyytimäki","0000-0003-3308-5234",1
"http://data.globalchange.gov/person/10183","Jeffrey P.","Prestemon","0000-0001-8850-5668",1
"http://data.globalchange.gov/person/10184","John M.","Pye","0000-0001-8413-1216",1
"http://data.globalchange.gov/person/2370","Gregory","Okin","0000-0002-0484-3537",1
"http://data.globalchange.gov/person/1395","Margaret","Palmer","0000-0003-1468-7993",1
"http://data.globalchange.gov/person/1423","Ashok K.","Mishra","0000-0002-0988-1428",1
"http://data.globalchange.gov/person/2054","Mark","Powell","0000-0002-4890-8945",1
"http://data.globalchange.gov/person/2048","David","Enfield","0000-0001-8107-5079",1
"http://data.globalchange.gov/person/2053","Frank","Marks","0000-0003-0371-5514",1
"http://data.globalchange.gov/person/1512","Robert","Wahl","0000-0003-4720-9859",1
"http://data.globalchange.gov/person/10630","Aidan","Vining","0000-0002-9195-6205",1
"http://data.globalchange.gov/person/10581","Ravi","Sinha","0000-0002-3371-4355",1
"http://data.globalchange.gov/person/882","Vincent","Tidwell","0000-0002-4954-897X",1
"http://data.globalchange.gov/person/1036","Emily Therese","Cloyd","0000-0003-1277-1702",1
"http://data.globalchange.gov/person/2083","Teruyuki","Nakajima","0000-0002-9042-504X",1
"http://data.globalchange.gov/person/2123","Maheswar","Rupakheti","0000-0002-9618-8735",1
"http://data.globalchange.gov/person/2126","Phan","Van Tan","0000-0003-0756-1217",1
"http://data.globalchange.gov/person/7306","Rebecca","Case","0000-0003-2417-2969",1
"http://data.globalchange.gov/person/7307","Staffan","Kjelleberg","0000-0003-4271-6413",1
"http://data.globalchange.gov/person/7678","David","Battisti","0000-0003-4871-1293",1
"http://data.globalchange.gov/person/10406","Michael","Flaxman","0000-0001-7708-6189",1
"http://data.globalchange.gov/person/10632","Ahmed","El Nemr","0000-0003-2373-5846",1
"http://data.globalchange.gov/person/10585","Charles W.","Finkl","0000-0002-0632-4458",1
"http://data.globalchange.gov/person/10501","Clare M.","Howard","0000-0001-5033-7187",1
"http://data.globalchange.gov/person/10571","Zvjezdana Bentić","Klaić","0000-0002-8426-9351",1
"http://data.globalchange.gov/person/2528","Henry LeRoy","Miller, Jr.","0000-0002-7155-8314",1
"http://data.globalchange.gov/person/2557","Rob","Swart","0000-0002-1563-1150",1
"http://data.globalchange.gov/person/10419","Mats","Björk","0000-0003-0363-110X",1
"http://data.globalchange.gov/person/1042","David I","Gustafson","0000-0001-6359-7017",1
"http://data.globalchange.gov/person/888","John J.","Marra","0000-0001-7527-133X",1
"http://data.globalchange.gov/person/10106","Antonio","Bulbena","0000-0003-2404-2478",1
"http://data.globalchange.gov/person/963","Doug","Kluck","0000-0002-9698-7991",1
"http://data.globalchange.gov/person/10429","Samuel","Fankhauser","0000-0003-2100-7888",1
"http://data.globalchange.gov/person/10427","Nigel","Arnell","0000-0003-2691-4436",1
"http://data.globalchange.gov/person/10776","Henrique Miguel","Pereira","0000-0003-1043-1675",1
"http://data.globalchange.gov/person/10778","Vânia","Proença","0000-0001-8245-357X",1
"http://data.globalchange.gov/person/10780","Jörn P.W.","Scharlemann","0000-0002-2834-6367",1
