"dataset","instrument_instance"
"http://data.globalchange.gov/dataset/nasa-nsidcdaac-0563","http://data.globalchange.gov/platform/defense-meteorological-satellite-program-f-13/instrument/special-sensor-microwave-imager"
"http://data.globalchange.gov/dataset/nasa-nsidcdaac-0534","http://data.globalchange.gov/platform/defense-meteorological-satellite-program-f-13/instrument/special-sensor-microwave-imager"
"http://data.globalchange.gov/dataset/nasa-nsidcdaac-0564","http://data.globalchange.gov/platform/defense-meteorological-satellite-program-f-13/instrument/special-sensor-microwave-imager"
"http://data.globalchange.gov/dataset/nasa-podaac-ccmp_measures_atlas_l4_ow_l3_5a_monthly_wind_vectors_flk","http://data.globalchange.gov/platform/advanced-earth-observing-satellite-ii/instrument/seawinds"
"http://data.globalchange.gov/dataset/nasa-podaac-seawinds_byu_l3_ow_sigma0_antarctica_polar-stereographic_browse_images","http://data.globalchange.gov/platform/advanced-earth-observing-satellite-ii/instrument/seawinds"
"http://data.globalchange.gov/dataset/nasa-podaac-seawinds_byu_l3_ow_sigma0_antarctic_polar-stereographic_browse_maps_ltod","http://data.globalchange.gov/platform/advanced-earth-observing-satellite-ii/instrument/seawinds"
"http://data.globalchange.gov/dataset/nasa-podaac-seawinds_byu_l3_ow_sigma0_arctic_polar-stereographic_browse_images_ltod","http://data.globalchange.gov/platform/advanced-earth-observing-satellite-ii/instrument/seawinds"
"http://data.globalchange.gov/dataset/nasa-podaac-seawinds_byu_l3_ow_sigma0_arctic_polar-stereographic_browse_maps_lite","http://data.globalchange.gov/platform/advanced-earth-observing-satellite-ii/instrument/seawinds"
"http://data.globalchange.gov/dataset/nasa-podaac-seawinds_level_2b_comp_12","http://data.globalchange.gov/platform/advanced-earth-observing-satellite-ii/instrument/seawinds"
"http://data.globalchange.gov/dataset/nasa-podaac-seawinds_level_2b_v2","http://data.globalchange.gov/platform/advanced-earth-observing-satellite-ii/instrument/seawinds"
"http://data.globalchange.gov/dataset/nasa-podaac-seawinds_level_3_v2","http://data.globalchange.gov/platform/advanced-earth-observing-satellite-ii/instrument/seawinds"
"http://data.globalchange.gov/dataset/nasa-podaac-ccmp_measures_atlas_l4_ow_l3_5a_5day_wind_vectors_flk","http://data.globalchange.gov/platform/advanced-earth-observing-satellite-ii/instrument/seawinds"
"http://data.globalchange.gov/dataset/nasa-podaac-seawinds_byu_l3_ow_sigma0_antarctica_polar-stereographic_browse_maps_lite","http://data.globalchange.gov/platform/advanced-earth-observing-satellite-ii/instrument/seawinds"
"http://data.globalchange.gov/dataset/nasa-podaac-seawinds_byu_l3_ow_sigma0_arctic_polar-stereographic_browse_images","http://data.globalchange.gov/platform/advanced-earth-observing-satellite-ii/instrument/seawinds"
"http://data.globalchange.gov/dataset/nasa-podaac-seawinds_byu_l3_ow_sigma0_arctic_polar-stereographic_browse_maps_full","http://data.globalchange.gov/platform/advanced-earth-observing-satellite-ii/instrument/seawinds"
"http://data.globalchange.gov/dataset/nasa-podaac-seawinds_byu_l3_ow_sigma0_global_rectangular_browse_images","http://data.globalchange.gov/platform/advanced-earth-observing-satellite-ii/instrument/seawinds"
"http://data.globalchange.gov/dataset/nasa-podaac-seawinds_byu_l3_ow_sigma0_global_rectangular_browse_maps_lite","http://data.globalchange.gov/platform/advanced-earth-observing-satellite-ii/instrument/seawinds"
"http://data.globalchange.gov/dataset/nasa-podaac-ccmp_measures_atlas_l4_ow_l3_0_wind_vectors_flk","http://data.globalchange.gov/platform/advanced-earth-observing-satellite-ii/instrument/seawinds"
"http://data.globalchange.gov/dataset/nasa-podaac-seawinds_byu_l3_ow_sigma0_antarctica_polar-stereographic_browse_maps_full","http://data.globalchange.gov/platform/advanced-earth-observing-satellite-ii/instrument/seawinds"
"http://data.globalchange.gov/dataset/nasa-podaac-seawinds_byu_l3_ow_sigma0_antarctic_polar-stereographic_browse_images_ltod","http://data.globalchange.gov/platform/advanced-earth-observing-satellite-ii/instrument/seawinds"
"http://data.globalchange.gov/dataset/nasa-podaac-seawinds_byu_l3_ow_sigma0_arctic_polar-stereographic_browse_maps_ltod","http://data.globalchange.gov/platform/advanced-earth-observing-satellite-ii/instrument/seawinds"
"http://data.globalchange.gov/dataset/nasa-podaac-seawinds_byu_l3_ow_sigma0_enhanced","http://data.globalchange.gov/platform/advanced-earth-observing-satellite-ii/instrument/seawinds"
"http://data.globalchange.gov/dataset/nasa-podaac-seawinds_byu_l3_ow_sigma0_global_rectangular_browse_maps_full","http://data.globalchange.gov/platform/advanced-earth-observing-satellite-ii/instrument/seawinds"
"http://data.globalchange.gov/dataset/nasa-podaac-seawinds_level_2b_amsr","http://data.globalchange.gov/platform/advanced-earth-observing-satellite-ii/instrument/seawinds"
"http://data.globalchange.gov/dataset/nasa-podaac-seawinds_level_3_amsr","http://data.globalchange.gov/platform/advanced-earth-observing-satellite-ii/instrument/seawinds"
"http://data.globalchange.gov/dataset/nasa-podaac-ccmp_measures_atlas_l4_ow_l3_5a_monthly_wind_vectors_flk","http://data.globalchange.gov/platform/quick-scatterometer/instrument/seawinds"
"http://data.globalchange.gov/dataset/nasa-podaac-qscat_arctic_seaice_age_class_byuscp_v1","http://data.globalchange.gov/platform/quick-scatterometer/instrument/seawinds"
"http://data.globalchange.gov/dataset/nasa-podaac-qscat_byu_l3_ow_sigma0_antarctica_polar-stereographic_browse_images_ltod","http://data.globalchange.gov/platform/quick-scatterometer/instrument/seawinds"
"http://data.globalchange.gov/dataset/nasa-podaac-qscat_byu_l3_ow_sigma0_antarctica_polar-stereographic_browse_maps_lite","http://data.globalchange.gov/platform/quick-scatterometer/instrument/seawinds"
"http://data.globalchange.gov/dataset/nasa-podaac-qscat_byu_l3_ow_sigma0_arctic_polar-stereographic_browse_images","http://data.globalchange.gov/platform/quick-scatterometer/instrument/seawinds"
"http://data.globalchange.gov/dataset/nasa-podaac-qscat_byu_l3_ow_sigma0_arctic_polar-stereographic_browse_maps_full","http://data.globalchange.gov/platform/quick-scatterometer/instrument/seawinds"
"http://data.globalchange.gov/dataset/nasa-podaac-qscat_byu_l3_ow_sigma0_arctic_polar-stereographic_browse_maps_ltod","http://data.globalchange.gov/platform/quick-scatterometer/instrument/seawinds"
"http://data.globalchange.gov/dataset/nasa-podaac-qscat_byu_l3_ow_sigma0_global_rectangular_browse_maps_full","http://data.globalchange.gov/platform/quick-scatterometer/instrument/seawinds"
"http://data.globalchange.gov/dataset/nasa-podaac-qscat_l3_ow_jpl_browse_images","http://data.globalchange.gov/platform/quick-scatterometer/instrument/seawinds"
"http://data.globalchange.gov/dataset/nasa-podaac-qscat_level_2b_v2","http://data.globalchange.gov/platform/quick-scatterometer/instrument/seawinds"
"http://data.globalchange.gov/dataset/nasa-podaac-ccmp_measures_atlas_l4_ow_l3_5a_5day_wind_vectors_flk","http://data.globalchange.gov/platform/quick-scatterometer/instrument/seawinds"
"http://data.globalchange.gov/dataset/nasa-podaac-oscar_l4_oc_1deg","http://data.globalchange.gov/platform/quick-scatterometer/instrument/seawinds"
"http://data.globalchange.gov/dataset/nasa-podaac-oscar_l4_oc_third-deg","http://data.globalchange.gov/platform/quick-scatterometer/instrument/seawinds"
"http://data.globalchange.gov/dataset/nasa-podaac-qscat_byu_l3_ow_sigma0_antarctica_polar-stereographic_browse_maps_full","http://data.globalchange.gov/platform/quick-scatterometer/instrument/seawinds"
"http://data.globalchange.gov/dataset/nasa-podaac-qscat_byu_l3_ow_sigma0_antarctica_polar-stereographic_browse_maps_ltod","http://data.globalchange.gov/platform/quick-scatterometer/instrument/seawinds"
"http://data.globalchange.gov/dataset/nasa-podaac-qscat_byu_l3_ow_sigma0_arctic_polar-stereographic_browse_images_ltod","http://data.globalchange.gov/platform/quick-scatterometer/instrument/seawinds"
"http://data.globalchange.gov/dataset/nasa-podaac-qscat_byu_l3_ow_sigma0_arctic_polar-stereographic_browse_maps_lite","http://data.globalchange.gov/platform/quick-scatterometer/instrument/seawinds"
"http://data.globalchange.gov/dataset/nasa-podaac-qscat_byu_l3_ow_sigma0_global_rectangular_browse_images","http://data.globalchange.gov/platform/quick-scatterometer/instrument/seawinds"
"http://data.globalchange.gov/dataset/nasa-podaac-qscat_byu_l3_ow_sigma0_global_rectangular_browse_maps_lite","http://data.globalchange.gov/platform/quick-scatterometer/instrument/seawinds"
"http://data.globalchange.gov/dataset/nasa-podaac-qscat_l3_sfc_northward_wind_1deg_1mo","http://data.globalchange.gov/platform/quick-scatterometer/instrument/seawinds"
"http://data.globalchange.gov/dataset/nasa-podaac-qscat_level_2b_comp_12","http://data.globalchange.gov/platform/quick-scatterometer/instrument/seawinds"
"http://data.globalchange.gov/dataset/nasa-podaac-qscat_level_2b_owv_comp_12","http://data.globalchange.gov/platform/quick-scatterometer/instrument/seawinds"
"http://data.globalchange.gov/dataset/nasa-podaac-qscat_level_3_v2","http://data.globalchange.gov/platform/quick-scatterometer/instrument/seawinds"
"http://data.globalchange.gov/dataset/nasa-podaac-quikscat_byu_l3_ow_sigma0_enhanced","http://data.globalchange.gov/platform/quick-scatterometer/instrument/seawinds"
"http://data.globalchange.gov/dataset/nasa-podaac-ccmp_measures_atlas_l4_ow_l3_0_wind_vectors_flk","http://data.globalchange.gov/platform/quick-scatterometer/instrument/seawinds"
"http://data.globalchange.gov/dataset/nasa-podaac-qscat_byu_l3_ow_sigma0_antarctica_polar-stereographic_browse_images","http://data.globalchange.gov/platform/quick-scatterometer/instrument/seawinds"
"http://data.globalchange.gov/dataset/nasa-podaac-qscat_l3_sfc_eastward_wind_1deg_1mo","http://data.globalchange.gov/platform/quick-scatterometer/instrument/seawinds"
"http://data.globalchange.gov/dataset/nasa-podaac-qscat_l3_sfc_wind_speed_1deg_1mo","http://data.globalchange.gov/platform/quick-scatterometer/instrument/seawinds"
"http://data.globalchange.gov/dataset/nasa-podaac-qscat_osucoas_l3_ow_uswestcoast","http://data.globalchange.gov/platform/quick-scatterometer/instrument/seawinds"
"http://data.globalchange.gov/dataset/nasa-podaac-ers-1_byu_l3_ow_sigma0_enhanced","http://data.globalchange.gov/platform/european-remote-sensing-satellite-1/instrument/active-microwave-instrumentation-image-mode"
"http://data.globalchange.gov/dataset/nasa-podaac-ers-1_ifremer_l3_ow_mean_wind_fields","http://data.globalchange.gov/platform/european-remote-sensing-satellite-1/instrument/active-microwave-instrumentation-image-mode"
"http://data.globalchange.gov/dataset/nasa-podaac-goes_l3_sst_6km_nrt_sst_1hour","http://data.globalchange.gov/platform/geostationary-operational-environmental-satellite-13/instrument/imager"
"http://data.globalchange.gov/dataset/nasa-podaac-goes_l3_sst_6km_nrt_sst_3hour","http://data.globalchange.gov/platform/geostationary-operational-environmental-satellite-13/instrument/imager"
"http://data.globalchange.gov/dataset/nasa-podaac-osdpd-l2p-goes13","http://data.globalchange.gov/platform/geostationary-operational-environmental-satellite-13/instrument/imager"
"http://data.globalchange.gov/dataset/nasa-podaac-geo_polar_blended-ospo-l4-glob-v1-0","http://data.globalchange.gov/platform/geostationary-operational-environmental-satellite-13/instrument/imager"
"http://data.globalchange.gov/dataset/nasa-podaac-jpl_ourocean-l4uhfnd-glob-g1sst","http://data.globalchange.gov/platform/geostationary-operational-environmental-satellite-13/instrument/imager"
"http://data.globalchange.gov/dataset/nasa-podaac-ostia-ukmo-l4-glob-v2-0","http://data.globalchange.gov/platform/geostationary-operational-environmental-satellite-13/instrument/imager"
"http://data.globalchange.gov/dataset/nasa-podaac-goes13-ospo-l2p-v1-0","http://data.globalchange.gov/platform/geostationary-operational-environmental-satellite-13/instrument/imager"
"http://data.globalchange.gov/dataset/nasa-podaac-goes_l3_sst_6km_nrt_sst_24hour","http://data.globalchange.gov/platform/geostationary-operational-environmental-satellite-13/instrument/imager"
"http://data.globalchange.gov/dataset/nasa-podaac-goes13-osisaf-l3c-v1-0","http://data.globalchange.gov/platform/geostationary-operational-environmental-satellite-13/instrument/imager"
"http://data.globalchange.gov/dataset/nasa-podaac-geo_polar_blended_night-ospo-l4-glob-v1-0","http://data.globalchange.gov/platform/geostationary-operational-environmental-satellite-13/instrument/imager"
"http://data.globalchange.gov/dataset/nasa-podaac-jason-1_l2_ost_gdr_ver-c_binary","http://data.globalchange.gov/platform/jason-1/instrument/laser-retroreflector-array"
"http://data.globalchange.gov/dataset/nasa-podaac-jason-1_l2_ost_sgdr_ver-c_binary","http://data.globalchange.gov/platform/jason-1/instrument/laser-retroreflector-array"
"http://data.globalchange.gov/dataset/nasa-podaac-nscat-level-3","http://data.globalchange.gov/platform/advanced-earth-observing-satellite/instrument/nasa-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-nscat_level_2_v2","http://data.globalchange.gov/platform/advanced-earth-observing-satellite/instrument/nasa-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-nscat_aer_hoffman_l2_ow_wind_vector_ambiguity_removal","http://data.globalchange.gov/platform/advanced-earth-observing-satellite/instrument/nasa-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-nscat_ifremer_l3_ow_mean_wind_fields","http://data.globalchange.gov/platform/advanced-earth-observing-satellite/instrument/nasa-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-nscat_w25_rmgdr_v2","http://data.globalchange.gov/platform/advanced-earth-observing-satellite/instrument/nasa-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-nscat_level_1-7_v2","http://data.globalchange.gov/platform/advanced-earth-observing-satellite/instrument/nasa-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-nscat_level_3_v2","http://data.globalchange.gov/platform/advanced-earth-observing-satellite/instrument/nasa-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-nscat_25km_mgdr_v2","http://data.globalchange.gov/platform/advanced-earth-observing-satellite/instrument/nasa-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-nscat-25km","http://data.globalchange.gov/platform/advanced-earth-observing-satellite/instrument/nasa-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-nscat_byu_l3_ow_sigma0_enhanced","http://data.globalchange.gov/platform/advanced-earth-observing-satellite/instrument/nasa-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-nscat-level-1-7","http://data.globalchange.gov/platform/advanced-earth-observing-satellite/instrument/nasa-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-nscat-level-2","http://data.globalchange.gov/platform/advanced-earth-observing-satellite/instrument/nasa-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-nscat_level_3_browse_images","http://data.globalchange.gov/platform/advanced-earth-observing-satellite/instrument/nasa-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-ostm_l2_gdr_d","http://data.globalchange.gov/platform/jason-2/instrument/advanced-microwave-radiometer"
"http://data.globalchange.gov/dataset/nasa-podaac-ostm_l2_igdr_ssha","http://data.globalchange.gov/platform/jason-2/instrument/advanced-microwave-radiometer"
"http://data.globalchange.gov/dataset/nasa-podaac-ostm_l2_ogdr_ssha","http://data.globalchange.gov/platform/jason-2/instrument/advanced-microwave-radiometer"
"http://data.globalchange.gov/dataset/nasa-podaac-merged_tp_j1_ostm_ost_all_v2","http://data.globalchange.gov/platform/jason-2/instrument/advanced-microwave-radiometer"
"http://data.globalchange.gov/dataset/nasa-podaac-oscar_l4_oc_1deg","http://data.globalchange.gov/platform/jason-2/instrument/advanced-microwave-radiometer"
"http://data.globalchange.gov/dataset/nasa-podaac-oscar_l4_oc_third-deg","http://data.globalchange.gov/platform/jason-2/instrument/advanced-microwave-radiometer"
"http://data.globalchange.gov/dataset/nasa-podaac-ostm_l2_igdr","http://data.globalchange.gov/platform/jason-2/instrument/advanced-microwave-radiometer"
"http://data.globalchange.gov/dataset/nasa-podaac-ostm_l2_ogdr","http://data.globalchange.gov/platform/jason-2/instrument/advanced-microwave-radiometer"
"http://data.globalchange.gov/dataset/nasa-podaac-ostm_l2_sgdr_d","http://data.globalchange.gov/platform/jason-2/instrument/advanced-microwave-radiometer"
"http://data.globalchange.gov/dataset/nasa-podaac-merged_tp_j1_ostm_ost_cycles_v2","http://data.globalchange.gov/platform/jason-2/instrument/advanced-microwave-radiometer"
"http://data.globalchange.gov/dataset/nasa-podaac-merged_tp_j1_ostm_ost_gmsl_ascii_v2","http://data.globalchange.gov/platform/jason-2/instrument/advanced-microwave-radiometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aviso_l4_dyn_topo_1deg_1mo","http://data.globalchange.gov/platform/jason-2/instrument/advanced-microwave-radiometer"
"http://data.globalchange.gov/dataset/nasa-podaac-ostm_l2_gdr_ssha_d","http://data.globalchange.gov/platform/jason-2/instrument/advanced-microwave-radiometer"
"http://data.globalchange.gov/dataset/nasa-podaac-recon_sea_level_ost_l4_v1","http://data.globalchange.gov/platform/jason-2/instrument/advanced-microwave-radiometer"
"http://data.globalchange.gov/dataset/nasa-podaac-jason-1_gdr_netcdf","http://data.globalchange.gov/platform/jason-1/instrument/doris-ng"
"http://data.globalchange.gov/dataset/nasa-podaac-jason-1_l2_ost_gdr_ver-c_binary","http://data.globalchange.gov/platform/jason-1/instrument/doris-ng"
"http://data.globalchange.gov/dataset/nasa-podaac-jason-1_sgdr_netcdf","http://data.globalchange.gov/platform/jason-1/instrument/doris-ng"
"http://data.globalchange.gov/dataset/nasa-podaac-jason-1_l2_ost_sgdr_ver-c_binary","http://data.globalchange.gov/platform/jason-1/instrument/doris-ng"
"http://data.globalchange.gov/dataset/nasa-ornldaac-1180","http://data.globalchange.gov/platform/geostationary-operational-environmental-satellite-8/instrument/imager"
"http://data.globalchange.gov/dataset/nasa-ornldaac-664","http://data.globalchange.gov/platform/geostationary-operational-environmental-satellite-8/instrument/imager"
"http://data.globalchange.gov/dataset/nasa-ornldaac-446","http://data.globalchange.gov/platform/geostationary-operational-environmental-satellite-8/instrument/imager"
"http://data.globalchange.gov/dataset/nasa-ornldaac-1092","http://data.globalchange.gov/platform/geostationary-operational-environmental-satellite-8/instrument/imager"
"http://data.globalchange.gov/dataset/nasa-ornldaac-1114","http://data.globalchange.gov/platform/geostationary-operational-environmental-satellite-8/instrument/imager"
"http://data.globalchange.gov/dataset/nasa-ornldaac-445","http://data.globalchange.gov/platform/geostationary-operational-environmental-satellite-8/instrument/imager"
"http://data.globalchange.gov/dataset/nasa-ornldaac-447","http://data.globalchange.gov/platform/geostationary-operational-environmental-satellite-8/instrument/imager"
"http://data.globalchange.gov/dataset/nasa-ornldaac-605","http://data.globalchange.gov/platform/geostationary-operational-environmental-satellite-8/instrument/imager"
"http://data.globalchange.gov/dataset/nasa-ornldaac-831","http://data.globalchange.gov/platform/geostationary-operational-environmental-satellite-8/instrument/imager"
"http://data.globalchange.gov/dataset/nasa-ornldaac-833","http://data.globalchange.gov/platform/geostationary-operational-environmental-satellite-8/instrument/imager"
"http://data.globalchange.gov/dataset/nasa-ornldaac-1096","http://data.globalchange.gov/platform/landsat-7/instrument/enhanced-thematic-mapper-plus"
"http://data.globalchange.gov/dataset/nasa-ornldaac-1161","http://data.globalchange.gov/platform/landsat-7/instrument/enhanced-thematic-mapper-plus"
"http://data.globalchange.gov/dataset/nasa-ornldaac-1187","http://data.globalchange.gov/platform/landsat-7/instrument/enhanced-thematic-mapper-plus"
"http://data.globalchange.gov/dataset/nasa-ornldaac-1146","http://data.globalchange.gov/platform/landsat-7/instrument/enhanced-thematic-mapper-plus"
"http://data.globalchange.gov/dataset/nasa-ornldaac-747","http://data.globalchange.gov/platform/landsat-7/instrument/enhanced-thematic-mapper-plus"
"http://data.globalchange.gov/dataset/nasa-ornldaac-748","http://data.globalchange.gov/platform/landsat-7/instrument/enhanced-thematic-mapper-plus"
"http://data.globalchange.gov/dataset/nasa-ornldaac-816","http://data.globalchange.gov/platform/landsat-7/instrument/enhanced-thematic-mapper-plus"
"http://data.globalchange.gov/dataset/nasa-nsidcdaac-0184","http://data.globalchange.gov/platform/landsat-7/instrument/enhanced-thematic-mapper-plus"
"http://data.globalchange.gov/dataset/nasa-nsidcdaac-0372","http://data.globalchange.gov/platform/landsat-7/instrument/enhanced-thematic-mapper-plus"
"http://data.globalchange.gov/dataset/nsidc-0489","http://data.globalchange.gov/platform/landsat-7/instrument/enhanced-thematic-mapper-plus"
"http://data.globalchange.gov/dataset/nasa-nsidcdaac-0369","http://data.globalchange.gov/platform/landsat-7/instrument/enhanced-thematic-mapper-plus"
"http://data.globalchange.gov/dataset/nasa-ornldaac-829","http://data.globalchange.gov/platform/landsat-7/instrument/enhanced-thematic-mapper-plus"
"http://data.globalchange.gov/dataset/nasa-nsidcdaac-0189","http://data.globalchange.gov/platform/landsat-7/instrument/enhanced-thematic-mapper-plus"
"http://data.globalchange.gov/dataset/nasa-nsidcdaac-0199","http://data.globalchange.gov/platform/landsat-7/instrument/enhanced-thematic-mapper-plus"
"http://data.globalchange.gov/dataset/nsidc-0584","http://data.globalchange.gov/platform/landsat-7/instrument/enhanced-thematic-mapper-plus"
"http://data.globalchange.gov/dataset/nasa-nsidcdaac-0431","http://data.globalchange.gov/platform/landsat-7/instrument/enhanced-thematic-mapper-plus"
"http://data.globalchange.gov/dataset/nasa-ornldaac-821","http://data.globalchange.gov/platform/landsat-7/instrument/enhanced-thematic-mapper-plus"
"http://data.globalchange.gov/dataset/nasa-ornldaac-844","http://data.globalchange.gov/platform/landsat-7/instrument/enhanced-thematic-mapper-plus"
"http://data.globalchange.gov/dataset/nasa-ornldaac-846","http://data.globalchange.gov/platform/landsat-7/instrument/enhanced-thematic-mapper-plus"
"http://data.globalchange.gov/dataset/nasa-nsidcdaac-0331","http://data.globalchange.gov/platform/landsat-7/instrument/enhanced-thematic-mapper-plus"
"http://data.globalchange.gov/dataset/nasa-nsidcdaac-0322","http://data.globalchange.gov/platform/landsat-7/instrument/enhanced-thematic-mapper-plus"
"http://data.globalchange.gov/dataset/nsidc-0272","http://data.globalchange.gov/platform/landsat-7/instrument/enhanced-thematic-mapper-plus"
"http://data.globalchange.gov/dataset/nasa-nsidcdaac-0204","http://data.globalchange.gov/platform/landsat-7/instrument/enhanced-thematic-mapper-plus"
"http://data.globalchange.gov/dataset/nasa-nsidcdaac-0276","http://data.globalchange.gov/platform/landsat-7/instrument/enhanced-thematic-mapper-plus"
"http://data.globalchange.gov/dataset/nasa-nsidcdaac-0149","http://data.globalchange.gov/platform/landsat-7/instrument/enhanced-thematic-mapper-plus"
"http://data.globalchange.gov/dataset/nasa-nsidcdaac-0241","http://data.globalchange.gov/platform/landsat-7/instrument/enhanced-thematic-mapper-plus"
"http://data.globalchange.gov/dataset/nasa-ornldaac-16","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-10/instrument/high-resolution-infra-red-sounder-2"
"http://data.globalchange.gov/dataset/nasa-ornldaac-717","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-10/instrument/high-resolution-infra-red-sounder-2"
"http://data.globalchange.gov/dataset/nasa-ornldaac-16","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-9/instrument/high-resolution-infra-red-sounder-2"
"http://data.globalchange.gov/dataset/nasa-ornldaac-717","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-9/instrument/high-resolution-infra-red-sounder-2"
"http://data.globalchange.gov/dataset/nasa-ornldaac-79","http://data.globalchange.gov/platform/satellite-pour-lobservation-de-la-terre-1/instrument/high-resolution-visible"
"http://data.globalchange.gov/dataset/nasa-ornldaac-186","http://data.globalchange.gov/platform/satellite-pour-lobservation-de-la-terre-1/instrument/high-resolution-visible"
"http://data.globalchange.gov/dataset/nasa-ornldaac-793","http://data.globalchange.gov/platform/meteosat-6/instrument/meteosat-visible-and-infra-red-imager"
"http://data.globalchange.gov/dataset/nasa-ornldaac-793","http://data.globalchange.gov/platform/meteosat-4/instrument/meteosat-visible-and-infra-red-imager"
"http://data.globalchange.gov/dataset/nasa-nsidcdaac-sv12lc","http://data.globalchange.gov/platform/satellite-pour-lobservation-de-la-terre-4/instrument/high-resolution-visible-and-infra-red"
"http://data.globalchange.gov/dataset/nasa-ornldaac-829","http://data.globalchange.gov/platform/satellite-pour-lobservation-de-la-terre-4/instrument/high-resolution-visible-and-infra-red"
"http://data.globalchange.gov/dataset/nasa-nsidcdaac-sv12vwc","http://data.globalchange.gov/platform/satellite-pour-lobservation-de-la-terre-4/instrument/high-resolution-visible-and-infra-red"
"http://data.globalchange.gov/dataset/nasa-ornldaac-835","http://data.globalchange.gov/platform/terra/instrument/measurements-of-pollution-in-the-troposphere"
"http://data.globalchange.gov/dataset/nasa-nsidcdaac-0357","http://data.globalchange.gov/platform/environmental-satellite/instrument/advanced-synthetic-aperture-radar"
"http://data.globalchange.gov/dataset/nasa-nsidcdaac-0484","http://data.globalchange.gov/platform/environmental-satellite/instrument/advanced-synthetic-aperture-radar"
"http://data.globalchange.gov/dataset/nasa-nsidcdaac-0577","http://data.globalchange.gov/platform/environmental-satellite/instrument/advanced-synthetic-aperture-radar"
"http://data.globalchange.gov/dataset/nasa-nsidcdaac-0417","http://data.globalchange.gov/platform/environmental-satellite/instrument/advanced-synthetic-aperture-radar"
"http://data.globalchange.gov/dataset/nsidc-g02186","http://data.globalchange.gov/platform/environmental-satellite/instrument/advanced-synthetic-aperture-radar"
"http://data.globalchange.gov/dataset/nasa-nsidcdaac-0576","http://data.globalchange.gov/platform/environmental-satellite/instrument/advanced-synthetic-aperture-radar"
"http://data.globalchange.gov/dataset/nasa-podaac-dmi_oi-dmi-l4-glob-v1-0","http://data.globalchange.gov/platform/meteorological-operational-polar-satellite-a/instrument/advanced-very-high-resolution-radiometer-3"
"http://data.globalchange.gov/dataset/nasa-podaac-eur-l3p-nar_avhrr_metop_a","http://data.globalchange.gov/platform/meteorological-operational-polar-satellite-a/instrument/advanced-very-high-resolution-radiometer-3"
"http://data.globalchange.gov/dataset/nasa-podaac-navo-l2p-avhrrmta_g","http://data.globalchange.gov/platform/meteorological-operational-polar-satellite-a/instrument/advanced-very-high-resolution-radiometer-3"
"http://data.globalchange.gov/dataset/nasa-podaac-avhrrmtb_g-navo-l2p-v1-0","http://data.globalchange.gov/platform/meteorological-operational-polar-satellite-a/instrument/advanced-very-high-resolution-radiometer-3"
"http://data.globalchange.gov/dataset/nasa-podaac-geo_polar_blended-ospo-l4-glob-v1-0","http://data.globalchange.gov/platform/meteorological-operational-polar-satellite-a/instrument/advanced-very-high-resolution-radiometer-3"
"http://data.globalchange.gov/dataset/nasa-podaac-avhrr_sst_metop_a_nar-osisaf-l3c-v1-0","http://data.globalchange.gov/platform/meteorological-operational-polar-satellite-a/instrument/advanced-very-high-resolution-radiometer-3"
"http://data.globalchange.gov/dataset/nasa-podaac-abom-l4lrfnd-glob-gamssa_28km","http://data.globalchange.gov/platform/meteorological-operational-polar-satellite-a/instrument/advanced-very-high-resolution-radiometer-3"
"http://data.globalchange.gov/dataset/nasa-podaac-cmc0-2deg-cmc-l4-glob-v2-0","http://data.globalchange.gov/platform/meteorological-operational-polar-satellite-a/instrument/advanced-very-high-resolution-radiometer-3"
"http://data.globalchange.gov/dataset/nasa-podaac-eur-l3p-glob_avhrr_metop_a","http://data.globalchange.gov/platform/meteorological-operational-polar-satellite-a/instrument/advanced-very-high-resolution-radiometer-3"
"http://data.globalchange.gov/dataset/nasa-podaac-jpl_ourocean-l4uhfnd-glob-g1sst","http://data.globalchange.gov/platform/meteorological-operational-polar-satellite-a/instrument/advanced-very-high-resolution-radiometer-3"
"http://data.globalchange.gov/dataset/nasa-podaac-oscar_l4_oc_1deg","http://data.globalchange.gov/platform/meteorological-operational-polar-satellite-a/instrument/advanced-very-high-resolution-radiometer-3"
"http://data.globalchange.gov/dataset/nasa-podaac-oscar_l4_oc_third-deg","http://data.globalchange.gov/platform/meteorological-operational-polar-satellite-a/instrument/advanced-very-high-resolution-radiometer-3"
