"ContributorID","Name","Role","ChapterName","ChapterNumber"
"http://data.globalchange.gov/person/1028","Somerville, Richard","Contributing Author","Appendix 3: Climate Science Supplement",33
"http://data.globalchange.gov/person/1009","Walsh, John","Convening Lead Author","Appendix 3: Climate Science Supplement",33
"http://data.globalchange.gov/person/1020","Stephens, Graeme","Lead Author","Appendix 3: Climate Science Supplement",33
"http://data.globalchange.gov/person/1023","Willis, Josh","Lead Author","Appendix 3: Climate Science Supplement",33
"http://data.globalchange.gov/person/1008","Wuebbles, Donald","Convening Lead Author","Appendix 3: Climate Science Supplement",33
"http://data.globalchange.gov/person/1019","Anderson, David","Contributing Author","Appendix 4: Frequently Asked Questions",34
"http://data.globalchange.gov/person/1031","Lenton, Tim","Contributing Author","Appendix 4: Frequently Asked Questions",34
"http://data.globalchange.gov/person/1032","Kharin, Viatcheslav","Contributing Author","Appendix 4: Frequently Asked Questions",34
"http://data.globalchange.gov/person/1024","Hayhoe, Katharine","Lead Author","Appendix 4: Frequently Asked Questions",34
"http://data.globalchange.gov/person/1009","Walsh, John","Convening Lead Author","Appendix 4: Frequently Asked Questions",34
"http://data.globalchange.gov/person/1008","Wuebbles, Donald","Convening Lead Author","Appendix 4: Frequently Asked Questions",34
"http://data.globalchange.gov/person/1023","Willis, Josh","Lead Author","Appendix 4: Frequently Asked Questions",34
"http://data.globalchange.gov/person/1026","Wehner, Michael","Lead Author","Appendix 4: Frequently Asked Questions",34
"http://data.globalchange.gov/person/2802","Vose, Russell S.","Lead Author","Appendix 4: Frequently Asked Questions",34
"http://data.globalchange.gov/person/1040","Landerer, Felix","Contributing Author","Appendix 4: Frequently Asked Questions",34
"http://data.globalchange.gov/person/1028","Somerville, Richard","Contributing Author","Appendix 4: Frequently Asked Questions",34
"http://data.globalchange.gov/person/1030","Knutson, Thomas","Contributing Author","Appendix 4: Frequently Asked Questions",34
"http://data.globalchange.gov/person/1022","Kennedy, John","Contributing Author","Appendix 4: Frequently Asked Questions",34
"http://data.globalchange.gov/person/1021","Kossin, James","Lead Author","Appendix 4: Frequently Asked Questions",34
"http://data.globalchange.gov/person/1027","Thorne, Peter","Lead Author","Appendix 4: Frequently Asked Questions",34
"http://data.globalchange.gov/person/1020","Stephens, Graeme","Lead Author","Appendix 4: Frequently Asked Questions",34
"http://data.globalchange.gov/person/1025","Kunkel, Kenneth","Lead Author","Appendix 4: Frequently Asked Questions",34
"http://data.globalchange.gov/person/1039","Melillo, Jerry","Editor","Appendix 5: Scenarios and Models",35
"http://data.globalchange.gov/person/1017","Richmond, Terese (T.C.)","Editor","Appendix 5: Scenarios and Models",35
"http://data.globalchange.gov/person/840","Yohe, Gary","Editor","Appendix 5: Scenarios and Models",35
"http://data.globalchange.gov/person/1017","Richmond, Terese (T.C.)","Editor","Appendix 6: Topics for Consideration in Future Assessments",36
"http://data.globalchange.gov/person/840","Yohe, Gary","Editor","Appendix 6: Topics for Consideration in Future Assessments",36
"http://data.globalchange.gov/person/1039","Melillo, Jerry","Editor","Appendix 6: Topics for Consideration in Future Assessments",36
